issue_id,reporter_col,team_col,component_col,grep_sec,grep_perf,Security_pos_col,Security_neu_col,Security_neg_col,Performance_pos_col,Performance_neu_col,Performance_neg_col,ST_col,Patch_col,CE_col,TC_col,EN_col,files_col,target_Security,target_Performance
410,Dan Dudley,0,camel-core,0,1,0.0,0.0,42.0,2.0,1.0,39.0,0,1,1,1,0,camel-core/src/main/java/org/apache/camel/processor/exceptionpolicy/DefaultExceptionPolicyStrategy.java;camel-core/src/main/java/org/apache/camel/builder/DeadLetterChannelBuilder.java;camel-core/src/main/java/org/apache/camel/processor/DeadLetterChannel.java;camel-core/src/main/java/org/apache/camel/processor/ErrorHandlerSupport.java;camel-core/src/main/java/org/apache/camel/processor/exceptionpolicy/DefaultExceptionPolicyStrategy.java;camel-core/src/main/java/org/apache/camel/processor/exceptionpolicy/ExceptionPolicyStrategy.java;camel-core/src/test/java/org/apache/camel/builder/ErrorHandlerTest.java;camel-core/src/test/java/org/apache/camel/builder/ExceptionBuilderTest.java;camel-core/src/test/java/org/apache/camel/processor/DeadLetterChannelTest.java;camel-core/src/test/java/org/apache/camel/processor/ErrorHandlerSupportTest.java;camel-core/src/test/java/org/apache/camel/processor/exceptionpolicy/CustomExceptionPolicyStrategyTest.java;camel-core/src/test/java/org/apache/camel/processor/exceptionpolicy/DefaultExceptionPolicyStrategyTest.java;,0,0
424,Claus Ibsen,1,documentation,0,0,0.0,0.0,41.0,2.0,0.0,39.0,0,0,0,0,0,components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FromFtpToBinarySampleTest.java;,0,0
426,Roman Kalukiewicz,1,camel-core,0,0,1.0,0.0,18.0,2.0,0.0,17.0,0,0,1,0,0,camel-core/src/main/java/org/apache/camel/model/ProcessorType.java;camel-core/src/main/java/org/apache/camel/model/SplitterType.java;camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java;camel-core/src/main/java/org/apache/camel/processor/Splitter.java;camel-core/src/test/java/org/apache/camel/processor/SplitterTest.java;,0,1
443,Claus Ibsen,1,documentation,0,0,0.0,0.0,22.0,1.0,0.0,21.0,0,0,0,0,0,camel-core/src/test/java/org/apache/camel/component/file/ToFileRouteTest.java;camel-core/src/main/java/org/apache/camel/component/file/FileConsumer.java;camel-core/src/main/java/org/apache/camel/component/file/FileEndpoint.java;camel-core/src/main/java/org/apache/camel/component/file/FileExchange.java;camel-core/src/main/java/org/apache/camel/component/file/FileProcessStrategy.java;camel-core/src/main/java/org/apache/camel/component/file/FileProducer.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/DefaultFileRenamer.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/FileProcessStrategyFactory.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/FileProcessStrategySupport.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/FileRenamer.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/package.html;,0,0
448,Claus Ibsen,1,camel-jpa,0,0,0.0,0.0,15.0,0.0,0.0,15.0,0,0,1,0,0,components/camel-jpa/pom.xml;components/camel-jpa/src/main/resources/META-INF/persistence.xml;pom.xml;,0,0
456,Hadrian Zbarcea,1,null,0,0,0.0,0.0,15.0,0.0,1.0,14.0,0,1,0,0,0,,0,0
457,Torsten Mielke,0,camel-core,0,0,1.0,0.0,47.0,2.0,1.0,45.0,0,1,0,1,0,camel-core/src/main/java/org/apache/camel/builder/xml/XsltBuilder.java;components/camel-spring/src/test/java/org/apache/camel/component/xslt/InvalidXsltFileTest.java;components/camel-spring/src/test/resources/org/apache/camel/component/xslt/invalid.xsl;,0,0
498,james strachan,1,null,0,0,1.0,0.0,6.0,0.0,0.0,7.0,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/component/file/FileConsumer.java;camel-core/src/test/java/org/apache/camel/component/file/MoveFilesToDirectoryTest.java;camel-core/src/test/java/org/apache/camel/component/file/MoveFilesToDirectoryWithNoopTest.java;camel-core/src/main/java/org/apache/camel/component/file/FileConsumer.java;camel-core/src/test/java/org/apache/camel/component/file/MoveFilesToDirectoryTest.java;,0,0
499,Jonathan Anstey,1,camel-core,0,0,0.0,0.0,15.0,1.0,0.0,14.0,1,1,0,0,0,camel-core/src/main/java/org/apache/camel/model/ProcessorType.java;,0,0
505,james strachan,1,null,0,0,2.0,0.0,32.0,0.0,0.0,34.0,0,1,1,0,0,components/camel-atom/src/main/java/org/apache/camel/component/atom/AtomEndpoint.java;components/camel-atom/src/main/java/org/apache/camel/component/feed/FeedEndpoint.java;components/camel-atom/src/test/java/org/apache/camel/component/atom/AtomEndpointTest.java;components/camel-rss/src/main/java/org/apache/camel/component/rss/AggregateRssFeedCollection.java;components/camel-rss/src/main/java/org/apache/camel/component/rss/AggregateRssFeedStrategy.java;components/camel-rss/src/main/java/org/apache/camel/component/rss/RssComponent.java;components/camel-rss/src/main/java/org/apache/camel/component/rss/RssDateComparator.java;components/camel-rss/src/main/java/org/apache/camel/component/rss/RssEndpoint.java;components/camel-rss/src/main/java/org/apache/camel/component/rss/RssEntryPollingConsumer.java;components/camel-rss/src/main/java/org/apache/camel/component/rss/RssPollingConsumer.java;components/camel-rss/src/main/java/org/apache/camel/component/rss/UpdatedDateFilter.java;components/camel-rss/src/main/java/org/apache/camel/dataformat/rss/RssDataFormat.java;components/camel-rss/src/test/java/org/apache/camel/component/rss/RssEndpointTest.java;components/camel-mina/pom.xml;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaComponent.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaConfiguration.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaConsumer.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaEndpoint.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaPayloadHelper.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaProducer.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaUdpUsingTemplateTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/SpringMinaEndpointTest.java;components/camel-mina/src/test/resources/org/apache/camel/component/mina/SpringMinaEndpointTest-context.xml;components/camel-freemarker/src/main/java/org/apache/camel/component/freemarker/FreemarkerComponent.java;components/camel-freemarker/src/main/java/org/apache/camel/component/freemarker/FreemarkerEndpoint.java;components/camel-freemarker/src/test/java/org/apache/camel/component/freemarker/FreemarkerEndpointTest.java;components/camel-spring/src/main/java/org/apache/camel/component/ResourceBasedComponent.java;components/camel-spring/src/main/java/org/apache/camel/component/ResourceBasedEndpoint.java;components/camel-velocity/src/main/java/org/apache/camel/component/velocity/VelocityComponent.java;components/camel-velocity/src/main/java/org/apache/camel/component/velocity/VelocityEndpoint.java;components/camel-velocity/src/test/java/org/apache/camel/component/velocity/VelocityEndpointTest.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/RemoteFileEndpoint.java;tests/camel-itest/src/test/java/org/apache/camel/itest/ftp/SpringFtpEndpointTest.java;tests/camel-itest/src/test/resources/org/apache/camel/itest/ftp/SpringFtpEndpointTest-context.xml;camel-core/src/main/java/org/apache/camel/Endpoint.java;camel-core/src/main/java/org/apache/camel/component/bean/CamelInvocationHandler.java;camel-core/src/main/java/org/apache/camel/component/dataset/DataSetEndpoint.java;camel-core/src/main/java/org/apache/camel/component/direct/DirectEndpoint.java;camel-core/src/main/java/org/apache/camel/component/file/FileEndpoint.java;camel-core/src/main/java/org/apache/camel/component/jmx/JMXEndpoint.java;camel-core/src/main/java/org/apache/camel/component/list/ListEndpoint.java;camel-core/src/main/java/org/apache/camel/component/mock/MockEndpoint.java;camel-core/src/main/java/org/apache/camel/component/seda/SedaEndpoint.java;camel-core/src/main/java/org/apache/camel/component/timer/TimerEndpoint.java;camel-core/src/main/java/org/apache/camel/impl/DefaultEndpoint.java;camel-core/src/main/java/org/apache/camel/impl/DefaultPollingEndpoint.java;camel-core/src/main/java/org/apache/camel/impl/ProcessorEndpoint.java;camel-core/src/main/java/org/apache/camel/impl/ScheduledPollEndpoint.java;camel-core/src/main/java/org/apache/camel/management/CamelNamingStrategy.java;camel-core/src/test/java/org/apache/camel/impl/ProducerTest.java;components/camel-atom/src/main/java/org/apache/camel/component/atom/AtomEndpoint.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfEndpoint.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfSoapEndpoint.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/FtpEndpoint.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/RemoteFileEndpoint.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpEndpoint.java;components/camel-http/src/main/java/org/apache/camel/component/http/HttpExchange.java;components/camel-ibatis/src/main/java/org/apache/camel/component/ibatis/IBatisEndpoint.java;components/camel-irc/src/main/java/org/apache/camel/component/irc/IrcEndpoint.java;components/camel-jcr/src/main/java/org/apache/camel/component/jcr/JcrEndpoint.java;components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcEndpoint.java;components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcProducer.java;components/camel-jhc/src/main/java/org/apache/camel/component/jhc/JhcEndpoint.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/EndpointMessageListener.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsTemporaryQueueEndpoint.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsTemporaryTopicEndpoint.java;components/camel-jpa/src/main/java/org/apache/camel/component/jpa/JpaEndpoint.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailEndpoint.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaEndpoint.java;components/camel-quartz/src/main/java/org/apache/camel/component/quartz/QuartzEndpoint.java;components/camel-rmi/src/main/java/org/apache/camel/component/rmi/RmiEndpoint.java;components/camel-rmi/src/main/java/org/apache/camel/component/rmi/RmiProducer.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationConsumer.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationEndpoint.java;components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationProducer.java;components/camel-spring/src/main/java/org/apache/camel/component/ResourceBasedEndpoint.java;components/camel-spring/src/main/java/org/apache/camel/component/event/EventEndpoint.java;components/camel-spring/src/main/java/org/apache/camel/component/test/TestEndpoint.java;components/camel-spring/src/main/java/org/apache/camel/spring/SpringCamelContext.java;components/camel-sql/src/main/java/org/apache/camel/component/sql/SqlEndpoint.java;components/camel-stream/src/main/java/org/apache/camel/component/stream/StreamEndpoint.java;components/camel-stringtemplate/src/main/java/org/apache/camel/component/stringtemplate/StringTemplateEndpoint.java;components/camel-uface/src/main/java/org/apache/camel/component/uface/UFaceEndpoint.java;components/camel-xmpp/src/main/java/org/apache/camel/component/xmpp/XmppEndpoint.java;camel-core/src/main/java/org/apache/camel/impl/DefaultComponent.java;components/camel-http/src/main/java/org/apache/camel/component/http/HttpComponent.java;components/camel-http/src/main/java/org/apache/camel/component/http/HttpEndpoint.java;tests/camel-itest/src/test/java/org/apache/camel/itest/http/HttpEndpointTest.java;tests/camel-itest/src/test/resources/org/apache/camel/itest/http/HttpEndpointTest-context.xml;components/camel-jpa/src/main/java/org/apache/camel/component/jpa/JpaEndpoint.java;components/camel-jpa/src/test/java/org/apache/camel/component/jpa/JpaWithNamedQueryTest.java;components/camel-jpa/src/test/java/org/apache/camel/processor/jpa/JpaRouteEndpointTest.java;components/camel-jpa/src/test/java/org/apache/camel/processor/jpa/JpaRouteTest.java;components/camel-jpa/src/test/resources/org/apache/camel/processor/jpa/springJpaRouteTest.xml;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsProducer.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/config/JmsEndpointWithCustomDestinationTest.java;components/camel-jms/src/test/resources/org/apache/camel/component/jms/config/JmsEndpointWithCustomDestinationTest-context.xml;components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcEndpoint.java;components/camel-jdbc/src/test/java/org/apache/camel/component/jdbc/JdbcEndpointTest.java;components/camel-jdbc/src/test/java/org/apache/camel/component/jdbc/JdbcRouteTest.java;components/camel-sql/src/main/java/org/apache/camel/component/sql/SqlComponent.java;components/camel-sql/src/main/java/org/apache/camel/component/sql/SqlEndpoint.java;components/camel-sql/src/test/java/org/apache/camel/component/sql/SqlEndpointTest.java;components/camel-xmpp/src/main/java/org/apache/camel/component/xmpp/RuntimeXmppException.java;components/camel-xmpp/src/main/java/org/apache/camel/component/xmpp/XmppBinding.java;components/camel-xmpp/src/main/java/org/apache/camel/component/xmpp/XmppComponent.java;components/camel-xmpp/src/main/java/org/apache/camel/component/xmpp/XmppEndpoint.java;components/camel-xmpp/src/test/java/org/apache/camel/component/xmpp/GoogleTalkEndpointTest.java;camel-core/src/main/java/org/apache/camel/processor/Logger.java;components/camel-spring/src/test/java/org/apache/camel/component/log/SpringLogTest.java;components/camel-spring/src/test/resources/org/apache/camel/component/log/SpringLogTest-context.xml;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailEndpoint.java;tests/camel-itest/pom.xml;tests/camel-itest/src/test/java/org/apache/camel/itest/mail/SpringMailEndpointTest.java;tests/camel-itest/src/test/resources/org/apache/camel/itest/mail/SpringMailEndpointTest-context.xml;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsComponent.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/JmsRouteEndpointTest.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanComponent.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanEndpoint.java;camel-core/src/main/java/org/apache/camel/component/bean/RegistryBean.java;camel-core/src/main/java/org/apache/camel/impl/DefaultPollingEndpoint.java;camel-core/src/main/java/org/apache/camel/impl/ProcessorEndpoint.java;components/camel-spring/src/main/java/org/apache/camel/spring/factory/BeanEndpointFactory.java;components/camel-spring/src/test/java/org/apache/camel/component/bean/BeanRouteUsingSpringEndpointTest.java;components/camel-spring/src/test/resources/org/apache/camel/component/bean/BeanRouteUsingSpringEndpointTest-context.xml;components/camel-spring/src/test/java/org/apache/camel/component/file/SpringFileRouteTest.java;components/camel-quartz/src/main/java/org/apache/camel/component/quartz/CamelJob.java;components/camel-quartz/src/main/java/org/apache/camel/component/quartz/QuartzComponent.java;components/camel-quartz/src/main/java/org/apache/camel/component/quartz/QuartzEndpoint.java;components/camel-quartz/src/main/java/org/apache/camel/component/quartz/StatefulCamelJob.java;components/camel-quartz/src/test/java/org/apache/camel/component/quartz/QuartzEndpointTest.java;components/camel-quartz/src/test/java/org/apache/camel/component/quartz/QuartzRouteTest.java;components/camel-quartz/src/test/java/org/apache/camel/component/quartz/StatefulQuartzRouteTest.java;components/camel-rmi/src/main/java/org/apache/camel/component/rmi/RmiConsumer.java;components/camel-rmi/src/main/java/org/apache/camel/component/rmi/RmiEndpoint.java;components/camel-rmi/src/test/java/org/apache/camel/component/rmi/RmiRouteEndpointTest.java;components/camel-rmi/src/test/java/org/apache/camel/component/rmi/RmiRouteTest.java;camel-core/src/main/java/org/apache/camel/component/file/FileEndpoint.java;camel-core/src/main/java/org/apache/camel/impl/DefaultEndpoint.java;camel-core/src/main/java/org/apache/camel/impl/ScheduledPollEndpoint.java;components/camel-spring/pom.xml;components/camel-spring/src/test/java/org/apache/camel/component/file/SpringFileRouteTest.java;components/camel-spring/src/test/resources/org/apache/camel/component/file/SpringFileRouteTest-context.xml;,0,0
